uri,playlist,genre,track.name,track.album.name,track.album.release_date,track.popularity,primaryartist_name,primaryartist_uri,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
spotify:track:3WfNlYSnHMouFvmpzJOzbJ,Classical Focus,classical,"Suite No. 2 in A Minor, BWV 1067: Suite No. 2 in B Minor, BWV 1067: VI. Menuet",Bach: Orchestral Suites,2011-02-17,42,"list(name = c(""Johann Sebastian Bach"", ""Paul Dombrecht"", ""Il Fondamento"", ""Dirk Vandaele""))","list(uri = c(""spotify:artist:5aIqB5nVVvmFsvSdExz408"", ""spotify:artist:6LkaOkgpoXG7uAdOdMycek"", ""spotify:artist:7iHZBMCzbCoiG7CUZQvfHN"", ""spotify:artist:0N1FYHrPmwIhNN08n7S4Kt""))",8,-19.078,0,0.0375,0.772,0.906,0.147,0.619,124.737,74600,3
spotify:track:2kAdK72mjmKiAxfAMGgXBU,Classical Focus,classical,"Rondo in A Minor, K. 511","Mozart: Rondo in A Minor, K. 511",2019-09-27,44,"list(name = c(""Wolfgang Amadeus Mozart"", ""Seong-Jin Cho""))","list(uri = c(""spotify:artist:4NJhFmfw43RLBLjQvxDuRS"", ""spotify:artist:1p0J5PXJQMVqk5uVV4T1ja""))",2,-22.473,0,0.0395,0.993,0.922,0.0813,0.158,129.55,602176,3
spotify:track:6AG7ekfWoiYTY6gyiEebCN,Classical Focus,classical,"Handel : Suite in F major HWV348, 'Water Music' : V Andante","Handel : Water Music, Concerti grossi, Israel in Egypt, The Ways of Zion Do Mourn & Semele",1990-10-01,39,"list(name = c(""George Frideric Handel"", ""John Eliot Gardiner"", ""English Baroque Soloists""))","list(uri = c(""spotify:artist:1QL7yTHrdahRMpvNtn6rI2"", ""spotify:artist:1qIRoGEKXINqrCx5N1engi"", ""spotify:artist:3OtZV9aCZ6G004vjOQcf59""))",1,-27.025,0,0.0454,0.944,0.404,0.159,0.137,88.551,138240,3
spotify:track:3etJfG58ulqDBqjih4kExx,Classical Focus,classical,"Ouverture-Suite in D Minor, TWV 55:d2: V. Sarabande",Telemann Collection,2017-01-06,43,"list(name = c(""Georg Philipp Telemann"", ""Collegium Instrumentale Brugense"", ""Marc Peire""))","list(uri = c(""spotify:artist:2fg5h5pzleqI4RjFopWroj"", ""spotify:artist:58WgXgh03rjIO1BkByxMgu"", ""spotify:artist:1W2a3r99zPaSl50jkBxhgz""))",2,-21.154,0,0.0532,0.878,0.435,0.311,0.0869,111.491,112440,5
spotify:track:18y3vpQJhdgna3lx75lsy1,Classical Focus,classical,Symphony No. 7 B flat major: Moderato,Boyce: Symphonies Nos 1/2/3/6/7/8,1996-03-01,43,"list(name = c(""William Boyce"", ""Ross Pople""))","list(uri = c(""spotify:artist:7ACr1vVXFFwfQVyJm9J54z"", ""spotify:artist:11JZsHusKTJyHp8V1CdlRv""))",7,-24.909,0,0.0536,0.98,0.895,0.158,0.58,134.51,163373,4
spotify:track:2HjFsnNuH2ZTrs8SHgsVlm,Classical Focus,classical,"La Petite Pince-Sans-Rire: 21ème ordre, 4ème livre",Couperin: Les Ombres Errantes,2013-02-25,44,"list(name = c(""Fran�ois Couperin"", ""Iddo Bar-Sha�""))","list(uri = c(""spotify:artist:4kVLtXuKJTE7SgYd2sQtaL"", ""spotify:artist:6ACU5c6yaqQdW5u8bRNCvW""))",4,-28.391,0,0.0473,0.995,0.845,0.175,0.284,75.83,114602,1
spotify:track:0haHc00ZASyUwuuHG9TjP5,Classical Focus,classical,"Suite No. 1 in C Major, BWV 1066: V. Menuet I & II alternativement",Bach: Orchestral Suites,2011-02-17,41,"list(name = c(""Johann Sebastian Bach"", ""Paul Dombrecht"", ""Il Fondamento"", ""Dirk Vandaele""))","list(uri = c(""spotify:artist:5aIqB5nVVvmFsvSdExz408"", ""spotify:artist:6LkaOkgpoXG7uAdOdMycek"", ""spotify:artist:7iHZBMCzbCoiG7CUZQvfHN"", ""spotify:artist:0N1FYHrPmwIhNN08n7S4Kt""))",11,-16.265,1,0.0321,0.825,0.822,0.53,0.521,130.095,202813,3
spotify:track:0Bg70fyCFqNJpERbu9UaxJ,Classical Focus,classical,"Piano Concerto No. 6 in B-Flat Major, K. 238: II. Andante un poco adagio",Zoltán Kocsis: A Tribute,2017-06-02,43,"list(name = c(""Wolfgang Amadeus Mozart"", ""Zolt�n Kocsis"", ""Liszt Ferenc Chamber Orchestra"", ""J�nos Rolla""))","list(uri = c(""spotify:artist:4NJhFmfw43RLBLjQvxDuRS"", ""spotify:artist:5Gi9bw3svtZMwonzcQG2wm"", ""spotify:artist:6QZkgt4JiF3RQcvxggrMxr"", ""spotify:artist:0idaRQS8I2GsqPSPA5z5Mn""))",3,-32.022,1,0.0441,0.987,0.902,0.121,0.164,78.159,361493,4
spotify:track:4hVgzGnQ6TtV3vqPgb4LhY,Classical Focus,classical,"8 Pièces brèves, Op. 84: No. 5, Improvisation in C-Sharp Minor",Fauré: Music for Piano,2016-05-04,42,"list(name = c(""Gabriel Faur�"", ""Christine Croshaw""))","list(uri = c(""spotify:artist:2gClsBep1tt1rv1CN210SO"", ""spotify:artist:1ymHnk986duca17oMSDzwb""))",6,-26.46,0,0.0526,0.995,0.904,0.103,0.0469,70.071,120493,3
spotify:track:0QgKSCaOjfBkMLxNlI2VpB,Classical Focus,classical,"Songs without Words, Op. 67, No. 3 in B-Flat Major: Andante tranquillo",Mendelssohn,2017-09-22,43,"list(name = c(""Felix Mendelssohn"", ""Philippe Cassard""))","list(uri = c(""spotify:artist:6MF58APd3YV72Ln2eVg710"", ""spotify:artist:5uYFQGCwvdTgxXz9IgZ64h""))",10,-27.683,1,0.064,0.996,0.941,0.0702,0.0567,88.882,169653,4
spotify:track:5wx4KlO8s6QW0MgL3nI3Ln,Classical Focus,classical,"Violin Sonata in G Minor, BWV 1020: I. Allegro. Moderato - Arr. for Harp and Flute",Bach: Isabelle Perrin & Shigenori Kudo,2011,43,"list(name = c(""Johann Sebastian Bach"", ""Isabelle Perrin"", ""Shigenori Kudo""))","list(uri = c(""spotify:artist:5aIqB5nVVvmFsvSdExz408"", ""spotify:artist:6I57k3VAHWPm8e7TD7Nxp3"", ""spotify:artist:5C3oGalLvXhGALAl8bSiwX""))",7,-19.37,0,0.0641,0.986,0.894,0.159,0.703,88.396,263640,3
spotify:track:6XRjvKXktFulH9foC7teqH,Classical Focus,classical,"Concerto for 2 Harpsichords, Strings & Continuo in C Major, BWV 1061: 1. [No Tempo Indication] (performed on two pianos)",Bach,2019-09-27,43,"list(name = c(""Johann Sebastian Bach"", ""Lucas Jussen"", ""Arthur Jussen"", ""Amsterdam Sinfonietta"", ""Candida Thompson""))","list(uri = c(""spotify:artist:5aIqB5nVVvmFsvSdExz408"", ""spotify:artist:37L0Uo5R9LbpeCQDtlAgtI"", ""spotify:artist:6VLXCeUjBgCPBwa58xUars"", ""spotify:artist:2qx7K1T3gw9J0JTQnaGnBD"", ""spotify:artist:53dqNaesiJ52bYl36DZuxM""))",0,-21.504,1,0.0335,0.991,0.928,0.122,0.683,90.675,453880,4
spotify:track:6atRyANLH0oHhhQFP9dzoP,Classical Focus,classical,"Goyescas: No. 4, Quejas o la Maja y el Ruiseñor",Images From Spain Through Dance,2019-09-13,40,"list(name = c(""Enrique Granados"", ""Mar�a Dolores Gait�n""))","list(uri = c(""spotify:artist:2xmzOWZeQCDksIQcLcnRrT"", ""spotify:artist:4hMbLhGpKkeNiCfDHuaIyj""))",6,-19.753,0,0.055,0.992,0.958,0.0915,0.0396,68.349,362750,3
spotify:track:5i640tjpGNKyvSaYP3eEwC,Classical Focus,classical,"Ouverture-Suite in D Minor, TWV 55:d2: II. Rondeau",Telemann Collection,2017-01-06,42,"list(name = c(""Georg Philipp Telemann"", ""Collegium Instrumentale Brugense"", ""Marc Peire""))","list(uri = c(""spotify:artist:2fg5h5pzleqI4RjFopWroj"", ""spotify:artist:58WgXgh03rjIO1BkByxMgu"", ""spotify:artist:1W2a3r99zPaSl50jkBxhgz""))",2,-19.506,0,0.0376,0.895,0.0987,0.105,0.704,83.113,65080,4
spotify:track:5CfhrXtZ1II9jl8BV1v1a2,Classical Focus,classical,"Sinfonia in F Major, Fk 67 ""Dissonant"": IV. Menuet No. 1 - Menuet No. 2",W.F. Bach: Sinfonias,2014-04-25,41,"list(name = c(""Wilhelm Friedemann Bach"", ""Carl Philipp Emanuel Bach Chamber Orchestra"", ""Hartmut Haenchen""))","list(uri = c(""spotify:artist:5fz5lcOIakwBiRF7vzfm0u"", ""spotify:artist:2KRJoMGVDxlkykGLqvZqRy"", ""spotify:artist:3XKpIwa3KEaO1VE3YrKlL1""))",5,-23.976,1,0.0424,0.925,0.866,0.132,0.171,122.305,153800,3
spotify:track:0DqjFJY7PF2f7lwO4n5pE3,Classical Focus,classical,"Lute Suite in E Minor, BWV 996: III. Courante - Arr. for Harp",Bach: Isabelle Perrin & Shigenori Kudo,2011,42,"list(name = c(""Johann Sebastian Bach"", ""Isabelle Perrin""))","list(uri = c(""spotify:artist:5aIqB5nVVvmFsvSdExz408"", ""spotify:artist:6I57k3VAHWPm8e7TD7Nxp3""))",3,-23.683,0,0.0505,0.981,0.837,0.078,0.224,116.413,147427,4
spotify:track:2MyWdPMQtipdlfGAff5tHM,Classical Focus,classical,"Nouveaux quatuors parisiens, Quatuor No. 6 in E Minor, TWV 43:e4: II. Gay",Telemann: Quatuors Parisiens,2017-10-27,45,"list(name = c(""Georg Philipp Telemann"", ""Nevermind""))","list(uri = c(""spotify:artist:2fg5h5pzleqI4RjFopWroj"", ""spotify:artist:7ykYZVMKWqIRjzAO7sbEL8""))",10,-19.738,0,0.0416,0.933,1.82e-05,0.32,0.32,120.264,182213,4
spotify:track:7tTGH3yp7nDwUgF0jALOQk,Classical Focus,classical,"Allegro de Concierto, Op. 46","Allegro de Concierto, Op. 46",2019-08-16,41,"list(name = c(""Enrique Granados"", ""Mar�a Dolores Gait�n""))","list(uri = c(""spotify:artist:2xmzOWZeQCDksIQcLcnRrT"", ""spotify:artist:4hMbLhGpKkeNiCfDHuaIyj""))",1,-15.528,1,0.0441,0.993,0.931,0.17,0.0423,72.245,473173,3
spotify:track:15ZcZqeTTpIy7RDs8P8DuH,Classical Focus,classical,"Molino: Duo No. 3, Op. 16: I. Andantino",Around The World,2013-10-07,43,"list(name = c(""Emmanuel Pahud"", ""Christian Rivet""))","list(uri = c(""spotify:artist:6duaKoFWgzQNgHlfmn3dHq"", ""spotify:artist:4Uz03jdkyGrQHyHepr1Kqk""))",7,-25.18,1,0.0452,0.983,0.742,0.0989,0.325,167.186,98320,4
spotify:track:1pvdhULiFFPXxLL3bGHaq7,Classical Focus,classical,Spirituals for Orchestra: II. Sermon,Copland: Appalachian Spring & Gould: Spirituals for String Choir and Orchestra,1958-01-01,42,"list(name = c(""Morton Gould"", ""London Symphony Orchestra, Walter Susskind"", ""Walter Susskind"", ""London Symphony Orchestra""))","list(uri = c(""spotify:artist:27vUIN5n6wAIoug4KMJZHp"", ""spotify:artist:042niUc6WL22EBQEieHLaB"", ""spotify:artist:6zgla7izAy39uJS1BlWCno"", ""spotify:artist:5yxyJsFanEAuwSM5kOuZKc""))",6,-31.437,0,0.0427,0.964,0.8,0.0702,0.0338,93.1,218115,1
spotify:track:61XIyC7pKZ2qmYigXkQy3d,Classical Focus,classical,"Sonatine in D Major, Op. 32: I. Allegro moderato",The Flemish Piano Sonatina in the 20th Century,2012,44,"list(name = c(""Georges Lonque"", ""Daniel Blumenthal""))","list(uri = c(""spotify:artist:52FJC1xrA8G9pjnTqoBWBG"", ""spotify:artist:0Ks41NxSMIGc9jdSGVELba""))",2,-30.288,1,0.0695,0.995,0.879,0.0677,0.223,127.515,112000,3
spotify:track:1oINJUWROwSmP7Z3S9056B,Classical Focus,classical,"Les petits riens, K. Anh. 10/299b: Gavotte",Mozart: Petite musique de nuit,2016-08-26,40,"list(name = c(""Wolfgang Amadeus Mozart"", ""La Grande �curie et la Chambre du Roy"", ""Jean-Claude Malgoire""))","list(uri = c(""spotify:artist:4NJhFmfw43RLBLjQvxDuRS"", ""spotify:artist:0NXpAUHEoJkTDu5YIKHenS"", ""spotify:artist:0Dm0OYp3kyz8ML9Pkh4uwu""))",7,-27.21,1,0.0485,0.8,0.238,0.314,0.0394,61.655,143693,4
spotify:track:7LeXP6y9a1QNc4gH2wBhIs,Classical Focus,classical,"Beethoven: String Quartet No. 7 in F Major, Op. 59 No. 1, ""Razumovsky"": IV. Allegro (Russian Theme)","Beethoven Around the World: Vienna, Op. 59 Nos 1 & 2 - String Quartet No. 7 in F Major, Op. 59 No. 1, ""Razumovsky"": IV. Allegro (Russian Theme)",2019-08-23,44,"list(name = c(""Ludwig van Beethoven"", ""Quatuor �b�ne""))","list(uri = c(""spotify:artist:2wOqMjp9TyABvtHdOSOTUS"", ""spotify:artist:2fFxNneQmtCTdIwEpfXnqe""))",5,-13.491,1,0.0457,0.948,0.092,0.115,0.329,117.941,485367,4
spotify:track:42zODXOqKVHzOI7sN9ZFnn,Classical Focus,classical,"Suite No. 2 in A Minor, BWV 1067: Suite No. 2 in B Minor, BWV 1067: II. Rondeau",Bach: Orchestral Suites,2011-02-17,41,"list(name = c(""Johann Sebastian Bach"", ""Paul Dombrecht"", ""Il Fondamento"", ""Dirk Vandaele""))","list(uri = c(""spotify:artist:5aIqB5nVVvmFsvSdExz408"", ""spotify:artist:6LkaOkgpoXG7uAdOdMycek"", ""spotify:artist:7iHZBMCzbCoiG7CUZQvfHN"", ""spotify:artist:0N1FYHrPmwIhNN08n7S4Kt""))",8,-20.289,0,0.038,0.855,0.0629,0.192,0.513,35.903,109707,4
spotify:track:1xWTaBLkw6T758GCLXNubf,Classical Focus,classical,"8 Pieces, Op. 83 (Arr. for Violin, Viola & Piano): No. 2, Allegro con moto","Bruch, Brahms & Schubert: Chamber Works",2019-07-19,44,"list(name = c(""Max Bruch"", ""Natalia Lomeiko"", ""Yuri Zhislin"", ""Ivan Martin""))","list(uri = c(""spotify:artist:0521x50ZcNqqT1fKMJg5c5"", ""spotify:artist:0VRKTtCSFNvoGRjwt2Q7oG"", ""spotify:artist:73nyE5x0JnuIdIFckF1kNu"", ""spotify:artist:6yZfmnuE5QB8HfxbQlYJNE""))",11,-22.954,0,0.0413,0.987,0.726,0.104,0.148,101.812,159010,4
spotify:track:6SLsrHZZuqSw4se3SbZ5TD,Classical Focus,classical,I. Allegro con brio,"Piano Sonata No. 21 in C Major, Op. 53, ""Waldstein""/I. Allegro con brio",2019-09-06,3,"list(name = c(""Ludwig van Beethoven"", ""Igor Levit""))","list(uri = c(""spotify:artist:2wOqMjp9TyABvtHdOSOTUS"", ""spotify:artist:0japPUWMmW3gxqjSB1VEVL""))",0,-26.579,1,0.0419,0.986,0.934,0.0894,0.0845,85.258,602747,4
spotify:track:3w8t1dobfFnPDO9RYEmHcP,Classical Focus,classical,"String Quartet in F Minor, Op. 20 No. 5: I. Moderato",Haydn: Opus 20,2019-08-31,41,"list(name = c(""Franz Joseph Haydn"", ""St. Lawrence String Quartet""))","list(uri = c(""spotify:artist:656RXuyw7CE0dtjdPgjJV6"", ""spotify:artist:58YsnduEdytXyJYLELXpJk""))",5,-14.04,0,0.0407,0.964,0.0626,0.21,0.339,112.387,671360,4
spotify:track:4jAnPxwJEzNVyBHSYalGoS,Classical Focus,classical,"Sentire nel grembo del suono, Pt. Seconda",Sentire nel grembo del suono,2017-06-21,3,"list(name = ""Giuseppe Costa"")","list(uri = ""spotify:artist:5cEOBr4YMAD8ITQKdtGilM"")",6,-36.653,1,0.0805,0.994,0.944,0.0665,0.277,80.254,104500,1
spotify:track:4VcIHB8XuS3Zrj5YpjyOgn,Classical Focus,classical,"Vivaldi: La cetra, Violin Concerto in A Minor, Op. 9 No. 5, RV 358: II. Allegro","Vivaldi: La cetra, Op. 9",1976-01-01,45,"list(name = c(""Antonio Vivaldi"", ""Claudio Scimone"", ""Juan Carlos Rybin"", ""I Solisti Veneti""))","list(uri = c(""spotify:artist:2QOIawHpSlOwXDvSqQ9YJR"", ""spotify:artist:6jnyvg611nzPsnPmmeEYBw"", ""spotify:artist:0QIe3CfQF3lV0KUGdhJDGg"", ""spotify:artist:7kOmn7bXQfCMkPzq3ATXa4""))",9,-17.447,0,0.0469,0.883,0.119,0.158,0.573,123.956,181066,4
spotify:track:5j727Nhk1HDNflsWfEWZGE,Classical Focus,classical,"The Sleeping Beauty Suite, Op. 66a, TH 234 (Arr. S. Rachmaninoff): IV. Panorama",Tchaikovsky: Ballet Suites for Piano Duo,2016-11-18,43,"list(name = c(""Sergei Rachmaninoff"", ""Pyotr Ilyich Tchaikovsky"", ""Mari Kodama"", ""Momo Kodama""))","list(uri = c(""spotify:artist:0Kekt6CKSo0m5mivKcoH51"", ""spotify:artist:3MKCzCnpzw3TjUYs2v7vDA"", ""spotify:artist:0s0wG03kPyu7MXERfcuxim"", ""spotify:artist:4oymWGjeL8e919Frz2jqjg""))",7,-31.92,1,0.0337,0.994,0.924,0.105,0.165,105.048,140960,4
spotify:track:1vYFCFBj0daMe0xn5kmTqy,Classical Focus,classical,"Grandmother's Minuet, Op.68, No.2",Edvard Grieg: Lyric Pieces,2016-11-18,40,"list(name = c(""Edvard Grieg"", ""Mikhail Pletnev""))","list(uri = c(""spotify:artist:5ihY290YPGc3aY2xTyx7Gy"", ""spotify:artist:2YdRnOqBXCl9g8xCLcGh8C""))",7,-27.968,1,0.064,0.991,0.884,0.133,0.601,131.14,126333,3
spotify:track:6mTNu7JmkRwCHiPpdn0co3,Classical Focus,classical,"Ouverture-suite in G Major, TWV 55:G4 ""Les nations anciennes et modernes"": VII. Les danois anciens",Telemann: Ouverture-suites,2017-05-26,45,"list(name = c(""Georg Philipp Telemann"", ""Neumeyer Consort"", ""Felix Koch""))","list(uri = c(""spotify:artist:2fg5h5pzleqI4RjFopWroj"", ""spotify:artist:1umt2XxCoqdhJk3eh2J2aw"", ""spotify:artist:4CE3V5r89r2cg0YlJeYBRn""))",6,-18.839,1,0.0339,0.822,1.33e-06,0.294,0.343,103.006,108813,4
spotify:track:4JrrAz6CdcawJthf1LdCbE,Classical Focus,classical,Pictures at an Exhibition (Orch. M. Ravel): Promenade,"Ravel: Orchestral Works, Vol. 3 – Orchestrations",2016-10-01,42,"list(name = c(""Modest Mussorgsky"", ""Maurice Ravel"", ""Orchestre National De Lyon"", ""Leonard Slatkin""))","list(uri = c(""spotify:artist:284mnx33IWcymQEpMxyfHl"", ""spotify:artist:17hR0sYHpx7VYTMRfFUOmY"", ""spotify:artist:5nBrvb1brhyZFKTuC2GIAo"", ""spotify:artist:0xcogVKoT8y5OBIg3L0fua""))",8,-39.06,1,0.0424,0.961,0.596,0.087,0.315,86.879,55213,3
spotify:track:688T7aVGomCvoPqH4YL9yc,Classical Focus,classical,"Piano Sonata No.20 in G Major, Op. 49 No.2: II. Tempo di Menuetto","Beethoven: Piano Sonatas, Vol. 7",2018-02-09,43,"list(name = c(""Ludwig van Beethoven"", ""Jonathan Biss""))","list(uri = c(""spotify:artist:2wOqMjp9TyABvtHdOSOTUS"", ""spotify:artist:6leuX0SjB7cZZP8mFNJPMw""))",7,-28.273,1,0.0382,0.99,0.901,0.135,0.428,137.489,180200,4
spotify:track:0L7jG253pjmPHAo2AREzXE,Classical Focus,classical,"Concertino for Clarinet & Bassoon in B-Flat Major, Op. 47: II. Andante moderato",Danzi: Music for Clarinet & Orchestra,2015-09-04,43,"list(name = c(""Franz Danzi"", ""Eduard Brunner"", ""Klaus Thunemann"", ""Munich Chamber Orchestra"", ""Hans Stadlmair""))","list(uri = c(""spotify:artist:6k3Ws6wp7iOp7lN7pxsfjT"", ""spotify:artist:1YZbTL8pA4Xe9Ha7V4tLBu"", ""spotify:artist:0HLqp813o9kv2t8JtVLH4a"", ""spotify:artist:43CmLUkZNUzmvPNUhxeoSU"", ""spotify:artist:2nSo5GklA6StFDLyVq0uEA""))",3,-24.276,1,0.0419,0.986,0.403,0.194,0.09,91.706,169000,5
spotify:track:5Olix25Y5aNqIWGDrrB0Pb,Classical Focus,classical,"Handel : Suite in G major HWV350, 'Water Music' : III Menuet I & II","Handel : Water Music, Concerti grossi, Israel in Egypt, The Ways of Zion Do Mourn & Semele",1990-10-01,37,"list(name = c(""George Frideric Handel"", ""John Eliot Gardiner"", ""English Baroque Soloists""))","list(uri = c(""spotify:artist:1QL7yTHrdahRMpvNtn6rI2"", ""spotify:artist:1qIRoGEKXINqrCx5N1engi"", ""spotify:artist:3OtZV9aCZ6G004vjOQcf59""))",6,-28.441,0,0.0439,0.934,0.00259,0.158,0.4,112.361,261213,3
spotify:track:32OVVEsCddMUoQKoCmiI0r,Classical Focus,classical,"Il trionfo d'amore, Introduzione: Introduzione: Sinfonia: Andante",Almeida: Il trionfo d'amore,2015-10-02,41,"list(name = c(""Francisco Ant�nio de Almeida"", ""Os M�sicos do Tejo"", ""Marcos Magalhaes""))","list(uri = c(""spotify:artist:3AtmOk1lJXMpUth0djfUsx"", ""spotify:artist:1A3JCJVu1EVTaMl8MMjns2"", ""spotify:artist:4Bpdg6qEaZGeBQupDLnLkV""))",9,-28.271,1,0.0494,0.836,0.352,0.103,0.0562,110.625,248827,4
spotify:track:0hCbtOo9aFH3RDybCUi07Z,Classical Focus,classical,"Octet in E-Flat Major, Op. 20: I. Allegro moderato ma con fuoco",Odyssey: The Chamber Music Society in Greece,2019-09-03,40,"list(name = c(""Felix Mendelssohn"", ""The Chamber Music Society Of Lincoln Center""))","list(uri = c(""spotify:artist:6MF58APd3YV72Ln2eVg710"", ""spotify:artist:7D5qegbCcQwEnPuRVOlB62""))",3,-17.131,1,0.0365,0.919,0.848,0.119,0.171,135.907,844467,4
spotify:track:2EvSNELkkFmnBsoUXRjVy0,Classical Focus,classical,"Keyboard Sonata in D Major, Op. 25, No. 6: II. Un poco andante",Clementi: Piano Sonatas,2014-11-01,41,"list(name = c(""Muzio Clementi"", ""Donatella Failoni""))","list(uri = c(""spotify:artist:47e2jUYcqSQ8RL2DVmxmzn"", ""spotify:artist:5H4JwAMeW5ztWMSbcwHIJd""))",2,-25.645,1,0.0519,0.993,0.868,0.102,0.599,140.047,148173,4
spotify:track:1ZIFF4VPWGYA9OG3uYcFgI,Classical Focus,classical,"Suite d'Abdelazer: or, the moor's revenge: Rondeau","Johann Sebastian Bach, Michel Richard Delalande, Henry Purcell, Antonio Vivaldi, Wolfgang Amadeus Mozart: L'Europe Musicale des XVII et XVII",1988,42,"list(name = c(""Henry Purcell"", ""Ensemble Orchestral Harmonia Nova & Didier Bouture"", ""Didier Bouture"", ""Ensemble Orchestral Harmonia Nova""))","list(uri = c(""spotify:artist:3tMLo1k3iUo82coMLWXzxq"", ""spotify:artist:0Ujx9OMRc595IoVDwlwiKF"", ""spotify:artist:42Bd2IhLltsbqINlfZPpkL"", ""spotify:artist:564UyyHYTqGWAsAvDabSdt""))",2,-24.15,0,0.0329,0.948,0.782,0.113,0.379,92.404,85000,3
spotify:track:0n9cHRLNSCXECfXx4cvw0D,Classical Focus,classical,"Handel : Suite in F major HWV348, 'Water Music' : VIII Air","Handel : Water Music, Concerti grossi, Israel in Egypt, The Ways of Zion Do Mourn & Semele",1990-10-01,37,"list(name = c(""George Frideric Handel"", ""John Eliot Gardiner"", ""English Baroque Soloists""))","list(uri = c(""spotify:artist:1QL7yTHrdahRMpvNtn6rI2"", ""spotify:artist:1qIRoGEKXINqrCx5N1engi"", ""spotify:artist:3OtZV9aCZ6G004vjOQcf59""))",4,-29.853,1,0.0466,0.97,0.54,0.348,0.185,78.731,230426,4
spotify:track:3wvv5GbFdqGHOSgS4TMcCf,Classical Focus,classical,A la manière de. . . Chabrier,Ravel on the Piano,2016-08-18,27,"list(name = c(""Maurice Ravel"", ""Werner Haas""))","list(uri = c(""spotify:artist:17hR0sYHpx7VYTMRfFUOmY"", ""spotify:artist:4iOVIMcUg6zfAPv2Dz01eq""))",0,-35.986,1,0.0399,0.995,0.892,0.0658,0.0816,96.51,145000,1
spotify:track:5zenMly9YbUD2FyjjmBddb,Classical Focus,classical,III. Tempo di menuetto,"Septet in E-Flat Major, Op. 20/III. Tempo di menuetto",2019-09-06,2,"list(name = c(""Ludwig van Beethoven"", ""Leonidas Kavakos"", ""Bavarian Radio Symphony Orchestra""))","list(uri = c(""spotify:artist:2wOqMjp9TyABvtHdOSOTUS"", ""spotify:artist:16XP6b4v1MdN8UYRBlgVKn"", ""spotify:artist:74gWOpgM97HU3Mn8A8d0Vm""))",10,-20.198,1,0.0495,0.948,0.65,0.115,0.357,122.785,190987,4
spotify:track:2UOsrF7Ihl6nxNYU8wMhLM,Classical Focus,classical,"Le Rossignol-en-Amour: 14ème ordre, 3ème livre",Couperin: Les Ombres Errantes,2013-02-25,41,"list(name = c(""Fran�ois Couperin"", ""Iddo Bar-Sha�""))","list(uri = c(""spotify:artist:4kVLtXuKJTE7SgYd2sQtaL"", ""spotify:artist:6ACU5c6yaqQdW5u8bRNCvW""))",9,-31.916,1,0.0402,0.993,0.951,0.0735,0.371,64.801,156233,4
spotify:track:5d9kkOvx3H0GVGB9AtLgvJ,Classical Focus,classical,Henry V - Two pieces for strings: 2. Touch her soft lips and Pt. - 1988 Remaster,Klara Original Soundtrack part 4,2015-10-02,11,"list(name = ""Sir Neville Marriner"")","list(uri = ""spotify:artist:6NUhQz7eAEsZvjEHTKHux9"")",0,-31.042,1,0.0411,0.944,0.987,0.106,0.0637,141.929,106800,4
spotify:track:0dON9pTOo2e56fdpE8aoDR,Classical Focus,classical,"Piano Concerto in A Minor, Op.54: 2. Intermezzo (Andantino grazioso) - Live","Schumann: Piano Concerto in A Minor, Op.54: 2 - Intermezzo (Andantino grazioso) [Live]",2018-02-09,41,"list(name = c(""Robert Schumann"", ""Alfred Brendel"", ""Wiener Philharmoniker"", ""Sir Simon Rattle""))","list(uri = c(""spotify:artist:2UqjDAXnDxejEyE0CzfUrZ"", ""spotify:artist:5vBh0nve44zwwVF5KWtCwA"", ""spotify:artist:003f4bk13c6Q3gAUXv7dGJ"", ""spotify:artist:4GQwgdcDQwqtcHICjUNndp""))",5,-23.293,1,0.0351,0.989,0.732,0.189,0.131,106.18,277463,4
spotify:track:6Q4RxugUBulJqgtUCVyGWZ,Classical Focus,classical,"Carnaval, Op. 9: XII. Chopin",Schumann 50,2017-03-20,40,"list(name = c(""Robert Schumann"", ""Valentina Igoshina""))","list(uri = c(""spotify:artist:2UqjDAXnDxejEyE0CzfUrZ"", ""spotify:artist:1W57JpbpzQDpbFRTWUBhxO""))",10,-35.655,0,0.0499,0.992,0.937,0.0993,0.0671,72.707,88093,3
spotify:track:1dORc0ucgLBKLRg6Uw8O6D,Classical Focus,classical,"Lyric Pieces Book I, Op.12: 7. Album Leaf","Wonderland - Edvard Grieg: Piano Concerto, Lyric Pieces",2016-09-09,2,"list(name = c(""Edvard Grieg"", ""Alice Sara Ott""))","list(uri = c(""spotify:artist:5ihY290YPGc3aY2xTyx7Gy"", ""spotify:artist:0d6alfZHUx3xoRnPjkTL7Q""))",4,-33.318,0,0.0377,0.995,0.959,0.104,0.691,99.719,80280,4
spotify:track:1jrCgWRvMGiDYUKgXs99Q4,Classical Focus,classical,"Album for the Young, Op. 68: 6. Armes Waisenkind",Schumann: Album for the Young,2015-05-01,40,"list(name = c(""Robert Schumann"", ""Vladimir Feltsman""))","list(uri = c(""spotify:artist:2UqjDAXnDxejEyE0CzfUrZ"", ""spotify:artist:2YU2DA6yZZ0pmcR4utb3TM""))",9,-33.118,0,0.125,0.995,0.895,0.0791,0.44,65.227,76747,3
