uri,playlist,genre,track.name,track.album.name,track.album.release_date,track.popularity,primaryartist_name,primaryartist_uri,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
spotify:track:0oH0OIeKJSAT5bdFkbz20A,RapCaviar,hiphop,Havin My Way (feat. Lil Durk),Havin My Way (feat. Lil Durk),2020-03-04,80,"list(name = c(""Lil Skies"", ""Lil Durk""))","list(uri = c(""spotify:artist:7d3WFRME3vBY2cgoP38RDo"", ""spotify:artist:3hcs9uc56yIGFCSy9leWe7""))",6,-4.862,0,0.0757,0.275,0,0.113,0.712,127.014,211654,4
spotify:track:7GwYENSg87oERcW0Wacd6m,RapCaviar,hiphop,SKYBOX,SKYBOX,2020-03-06,80,"list(name = ""Gunna"")","list(uri = ""spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ"")",1,-6.527,1,0.162,0.0999,0,0.0934,0.345,140.894,178097,4
spotify:track:57lEOoQ3Szzy1xbF89JBWR,RapCaviar,hiphop,2 Seater (feat. G-Eazy & Offset),2 Seater (feat. G-Eazy & Offset),2020-03-19,76,"list(name = c(""YBN Nahmir"", ""G-Eazy"", ""Offset""))","list(uri = c(""spotify:artist:3gGUMEwIX6XodWsYEvKSal"", ""spotify:artist:02kJSzxNuaWGqwubyUba0Z"", ""spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW""))",11,-4.288,1,0.0801,0.00135,5.91e-06,0.115,0.637,125.03,229806,4
spotify:track:3LgB6VOPYNZ6ADmCi0p8nt,RapCaviar,hiphop,Will,ADHD,2020-03-27,73,"list(name = ""Joyner Lucas"")","list(uri = ""spotify:artist:6C1ohJrd5VydigQtaGy5Wa"")",9,-7.443,0,0.146,0.06,0.109,0.121,0.37,142.946,201395,4
spotify:track:1fPnUpoXCpD2NDI4vPVeLw,RapCaviar,hiphop,Stupid Again,The New Toronto 3,2020-04-10,77,"list(name = ""Tory Lanez"")","list(uri = ""spotify:artist:2jku7tDXc6XoB6MO2hFuqg"")",5,-4.941,0,0.0635,0.0881,0,0.309,0.65,120.059,174848,4
spotify:track:0WLhJ2NBuZHuoHY8pLVHJ0,RapCaviar,hiphop,Contact (feat. Tyga),Contact (feat. Tyga),2020-03-23,79,"list(name = c(""Wiz Khalifa"", ""Tyga""))","list(uri = c(""spotify:artist:137W8MRPWKqSmrBGDBFSop"", ""spotify:artist:5LHRHt1k9lMyONurDHEdrp""))",8,-5.406,1,0.036,0.00164,0,0.343,0.125,100.034,155918,4
spotify:track:1BqFVpfIxPQ4baEGe7hxgr,RapCaviar,hiphop,Payroll (feat. Payroll Giovanni),Payroll (feat. Payroll Giovanni),2020-03-20,71,"list(name = c(""Tee Grizzley"", ""Payroll Giovanni""))","list(uri = c(""spotify:artist:6AUl0ykLLpvTktob97x9hO"", ""spotify:artist:6q2peHL8h2vUGvWNbsIjii""))",1,-7.846,1,0.34,0.0258,8.2e-06,0.111,0.14,129.633,218400,5
spotify:track:0Li1OuXXfi7950ilZUFGkF,RapCaviar,hiphop,Cardigan,Heaven Or Hell,2020-03-13,81,"list(name = ""Don Toliver"")","list(uri = ""spotify:artist:4Gso3d4CscCijv0lmajZWs"")",4,-6.542,0,0.0401,0.249,0,0.138,0.0664,142.04,158709,4
spotify:track:4l2rsMfr20dj6nf6i6F3Y8,RapCaviar,hiphop,Might Not Give Up (feat. Young Thug),Artist 2.0,2020-02-14,76,"list(name = c(""A Boogie Wit da Hoodie"", ""Young Thug""))","list(uri = c(""spotify:artist:31W5EY0aAly4Qieq6OFu6I"", ""spotify:artist:50co4Is1HCEo8bhOyUWKpn""))",2,-6.378,1,0.224,0.203,0,0.279,0.246,178.83,225266,4
spotify:track:2o1dvKh58G11C51Y9EgBs3,RapCaviar,hiphop,The War (feat. Young Thug),ADHD,2020-03-27,75,"list(name = c(""Joyner Lucas"", ""Young Thug""))","list(uri = c(""spotify:artist:6C1ohJrd5VydigQtaGy5Wa"", ""spotify:artist:50co4Is1HCEo8bhOyUWKpn""))",8,-10.098,0,0.0961,0.569,1.75e-05,0.097,0.308,126.096,216471,4
spotify:track:1aMokXl3uKDvCh4BBcjFOA,RapCaviar,hiphop,Lil Top,"Still Flexin, Still Steppin",2020-02-21,76,"list(name = ""YoungBoy Never Broke Again"")","list(uri = ""spotify:artist:7wlFDEWiM5OoIAt8RSli8b"")",5,-6.76,0,0.369,0.0556,0,0.208,0.697,168.032,185746,4
spotify:track:57Lw4YmOvpighLOnwqiuKr,RapCaviar,hiphop,Banana Split (with YNW Melly feat. Lil Durk),Banana Split (with YNW Melly feat. Lil Durk),2020-03-27,75,"list(name = c(""Murda Beatz"", ""YNW Melly"", ""Lil Durk""))","list(uri = c(""spotify:artist:3CbYyyd8wH3RT6t0jwpdzC"", ""spotify:artist:1cNDP5yjU5vjeR8qMf4grg"", ""spotify:artist:3hcs9uc56yIGFCSy9leWe7""))",1,-6.521,0,0.436,0.42,0,0.162,0.564,141.864,192969,4
spotify:track:74fV8TuLZKVzSIOOGu8wwI,RapCaviar,hiphop,Go Stupid,Go Stupid,2020-02-14,86,"list(name = c(""Polo G"", ""Stunna 4 Vegas"", ""NLE Choppa"", ""Mike WiLL Made-It""))","list(uri = c(""spotify:artist:6AgTAQt8XS6jRWi4sX7w49"", ""spotify:artist:44IvvHRk2XF243QLA2VOa8"", ""spotify:artist:0ErzCpIMyLcjPiwT4elrtZ"", ""spotify:artist:0NWbwDZY1VkRqFafuQm6wk""))",1,-3.18,1,0.253,0.0277,0,0.0596,0.645,141.033,165726,4
spotify:track:75dLEqanQTupF3dtP9exT5,RapCaviar,hiphop,Yikes,Yikes,2020-02-07,80,"list(name = ""Nicki Minaj"")","list(uri = ""spotify:artist:0hCNtLu0JehylgoiP8L4Gh"")",8,-8.381,1,0.447,0.0409,3.68e-05,0.238,0.66,149.996,156882,4
spotify:track:1bRO28yzxgO3y3UmNR29TZ,RapCaviar,hiphop,"I Do It (ft. Big Sean, Lil Baby)",Funeral,2020-01-31,78,"list(name = c(""Lil Wayne"", ""Big Sean"", ""Lil Baby""))","list(uri = c(""spotify:artist:55Aa2cqylxrFIXC767Z865"", ""spotify:artist:0c173mlxpT3dSFRgMO8XPh"", ""spotify:artist:5f7VJjfbwm532GiveGC0ZK""))",1,-3.231,1,0.378,0.125,0,0.41,0.321,138.005,184440,4
spotify:track:6eluAsb2ONjZ6tXFp062LZ,RapCaviar,hiphop,DO DAT (feat. DaBaby & Lil Baby),RICH YOUNGIN,2020-01-17,73,"list(name = c(""Stunna 4 Vegas"", ""DaBaby"", ""Lil Baby""))","list(uri = c(""spotify:artist:44IvvHRk2XF243QLA2VOa8"", ""spotify:artist:4r63FhuTkUYltbVAg5TQnk"", ""spotify:artist:5f7VJjfbwm532GiveGC0ZK""))",1,-6.301,1,0.434,0.0212,0,0.184,0.694,134.91,175653,3
spotify:track:0VPmIETYsw3JBnyh4iDjVv,RapCaviar,hiphop,Apollo,Apollo,2019-11-09,75,"list(name = ""Smoove'L"")","list(uri = ""spotify:artist:6FheakPfcCNN0NeROtOKeQ"")",2,-8.518,1,0.457,0.0298,0,0.149,0.166,142.866,208968,4
spotify:track:0BqyyCV8M6roYLRmNtiasC,RapCaviar,hiphop,Sick (feat. DaBaby),BOSS MAN,2020-03-13,68,"list(name = c(""Rich The Kid"", ""DaBaby""))","list(uri = c(""spotify:artist:1pPmIToKXyGdsCF6LmqLmI"", ""spotify:artist:4r63FhuTkUYltbVAg5TQnk""))",0,-6.783,1,0.444,0.0672,0,0.074,0.367,147.054,117587,4
spotify:track:7FIWs0pqAYbP91WWM0vlTQ,RapCaviar,hiphop,Godzilla (feat. Juice WRLD),Music To Be Murdered By,2020-01-17,94,"list(name = c(""Eminem"", ""Juice WRLD""))","list(uri = c(""spotify:artist:7dGJo4pcD2V6oG8kP0tJRR"", ""spotify:artist:4MCBfE4596Uoi2O4DtmEMz""))",10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,210800,4
spotify:track:2ShvTyfnjRWVjNB6vmu5Bb,RapCaviar,hiphop,Who Needs Love,Who Needs Love,2020-04-03,75,"list(name = ""Tory Lanez"")","list(uri = ""spotify:artist:2jku7tDXc6XoB6MO2hFuqg"")",7,-7.022,1,0.12,0.0499,0,0.241,0.449,101.987,173870,4
spotify:track:2iObjOsy2vpsariW4Y7hQg,RapCaviar,hiphop,Costa Rica,Costa Rica,2020-01-10,80,"list(name = ""Bankrol Hayden"")","list(uri = ""spotify:artist:0Yr4BBpK2dkCp2UsrJ9LZN"")",11,-8.98,0,0.421,0.201,0,0.106,0.68,127.866,114965,4
spotify:track:3yIfEnGku3jurcgBVO6dOF,RapCaviar,hiphop,GOODMORNINGTOKYO!,MDNGHT (SIDE B),2019-11-22,71,"list(name = ""TOKYO�S REVENGE"")","list(uri = ""spotify:artist:5TbLOwv8BNnik3f03NZJlt"")",4,-7.782,1,0.36,0.0408,0,0.253,0.664,124.916,150115,4
spotify:track:21WTCDU55iW0z2kzXq9R8B,RapCaviar,hiphop,Big Drip (feat. Lil Baby & Quavo) - Remix,Big Drip (feat. Lil Baby & Quavo) [Remix],2020-03-13,71,"list(name = c(""Fivio Foreign"", ""Lil Baby"", ""Quavo""))","list(uri = c(""spotify:artist:14CHVeJGrR5xgUGQFV5BVM"", ""spotify:artist:5f7VJjfbwm532GiveGC0ZK"", ""spotify:artist:0VRj0yCOv2FXJNP47XQnx5""))",0,-6.54,1,0.349,0.0249,0,0.0959,0.532,140,233143,4
spotify:track:2ImuQo1g14CTR9hZAZD3aQ,Hip-Hop Anthems: Def Jam,hiphop,This D.J.,Regulate… G Funk Era,1994-06-07,65,"list(name = c(""Warren G"", ""O.G.L.B.""))","list(uri = c(""spotify:artist:2B4ZHz4QDWJTXPFPgO5peE"", ""spotify:artist:23Ul4QNOkm2gasKycag0UK""))",6,-10.563,0,0.138,0.0327,0.0129,0.112,0.576,92.034,203027,4
spotify:track:1BKT2I9x4RGKaKqW4up34s,Hip-Hop Anthems: Def Jam,hiphop,Ruff Ryders' Anthem,It's Dark And Hell Is Hot,1998-05-01,67,"list(name = ""DMX"")","list(uri = ""spotify:artist:1HwM5zlC5qNWhJtM00yXzG"")",10,-8.093,0,0.302,0.0564,1.02e-06,0.201,0.74,90.991,214440,4
spotify:track:67mtN6BlsJR0LVyzvNZnGt,Hip-Hop Anthems: Def Jam,hiphop,Tonight's Da Night,Whut? The Album,1992-01-01,62,"list(name = ""Redman"")","list(uri = ""spotify:artist:7xTKLpo7UCzXSnlH7fOIoM"")",6,-11.111,1,0.379,0.26,4.8e-05,0.403,0.866,90.247,201373,4
spotify:track:6jaj4k0LwFLy1q54TXZZpZ,Hip-Hop Anthems: Def Jam,hiphop,Stay Real,No Pressure,1993-10-19,44,"list(name = ""Erick Sermon"")","list(uri = ""spotify:artist:2VX0o9LDIVmKIgpnwdJpOJ"")",11,-9.232,1,0.215,0.0088,0.00696,0.625,0.525,97.641,235467,4
spotify:track:0ZHu7jkSSrT0eK4OxuG4O5,Hip-Hop Anthems: Def Jam,hiphop,Excuse Me Miss,The Blueprint 2 The Gift & The Curse,2002-11-12,58,"list(name = ""JAY-Z"")","list(uri = ""spotify:artist:3nFkdlSjzX9mRTtwJOzDYB"")",6,-5.531,1,0.29,0.0304,0,0.0884,0.885,92.861,281240,4
spotify:track:6VqQjCxM21kapF2RxdTtYA,Hip-Hop Anthems: Def Jam,hiphop,Check N' Me Out,El Nino,1998-01-01,44,"list(name = ""Def Squad"")","list(uri = ""spotify:artist:52karaTYZPcUZRPr3zy3X4"")",11,-8.102,0,0.436,0.0627,0,0.114,0.826,88.499,235400,4
spotify:track:4Qxv2L4JICAWLFrBV6QeH8,Hip-Hop Anthems: Def Jam,hiphop,Around The Way Girl,Mama Said Knock You Out (Deluxe Edition),1990-08-27,56,"list(name = ""LL Cool J"")","list(uri = ""spotify:artist:1P8IfcNKwrkQP5xJWuhaOC"")",1,-10.834,0,0.335,0.00435,0.0109,0.337,0.679,202.062,246533,4
spotify:track:3eY9pixHny3kVRLeqNezQx,Hip-Hop Anthems: Def Jam,hiphop,Smoke Buddah,Muddy Waters,1996-01-01,56,"list(name = ""Redman"")","list(uri = ""spotify:artist:7xTKLpo7UCzXSnlH7fOIoM"")",1,-7.497,1,0.51,0.0956,0,0.222,0.861,171.943,154480,4
spotify:track:7nYvUtkQMx1v80S2FH2s9J,Hip-Hop Anthems: Def Jam,hiphop,Regulate,Regulate… G Funk Era,1994-06-07,73,"list(name = c(""Warren G"", ""Nate Dogg""))","list(uri = c(""spotify:artist:2B4ZHz4QDWJTXPFPgO5peE"", ""spotify:artist:1Oa0bMld0A3u5OTYfMzp5h""))",11,-13.064,0,0.224,0.29,2.39e-06,0.114,0.74,95.265,248867,4
spotify:track:7m97yKVzPpXV9Z4ezEziOD,Hip-Hop Anthems: Def Jam,hiphop,Big Pimpin',Volume. 3... Life and Times of S. Carter,1999-12-28,65,"list(name = c(""JAY-Z"", ""UGK""))","list(uri = c(""spotify:artist:3nFkdlSjzX9mRTtwJOzDYB"", ""spotify:artist:6ZhjJOJXXwnPS8PrXdmjLw""))",11,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,283067,4
spotify:track:28AvvchUP85ihRe9xCzcfB,Hip-Hop Anthems: Def Jam,hiphop,Da Joint,Back In Business,1997-09-16,61,"list(name = ""EPMD"")","list(uri = ""spotify:artist:3zpKjsMg2gw1St5WcWoUJN"")",10,-8.658,0,0.464,0.243,0,0.106,0.788,89.318,208360,4
spotify:track:2TZuNkLb0J6oKLEdlZ0XX3,Hip-Hop Anthems: Def Jam,hiphop,Tie Goes To The Runner,Greatest Misses,1992-09-15,41,"list(name = ""Public Enemy"")","list(uri = ""spotify:artist:6Mo9PoU6svvhgEum7wh2Nd"")",1,-8.794,1,0.318,0.116,0,0.15,0.693,98.556,257000,4
spotify:track:71A6V5dh5Y8ikhm6NGwZ7p,Hip-Hop Anthems: Def Jam,hiphop,Children's Story,The Great Adventures Of Slick Rick,1988-11-03,52,"list(name = ""Slick Rick"")","list(uri = ""spotify:artist:1W9qOBYRTfP7HcizWN43G1"")",1,-14.559,1,0.128,0.11,0,0.152,0.752,102.651,242133,4
spotify:track:3F3R4uyTMkX9jRCEVVmdz6,Hip-Hop Anthems: Def Jam,hiphop,Bring The Pain,Tical,1994-11-15,62,"list(name = ""Method Man"")","list(uri = ""spotify:artist:4VmEWwd8y9MCLwexFMdpwt"")",6,-10.195,0,0.266,0.38,0.00359,0.16,0.224,101.889,189760,4
spotify:track:0s46SltT4On0Z6kglK1I5c,Hip-Hop Anthems: Def Jam,hiphop,I Just Wanna Love U (Give It 2 Me),The Dynasty,2000-10-31,57,"list(name = ""JAY-Z"")","list(uri = ""spotify:artist:3nFkdlSjzX9mRTtwJOzDYB"")",4,-5.125,0,0.24,0.301,9.31e-06,0.0352,0.801,98.631,227867,4
spotify:track:17GdAx0kHOFNXZiCj8HuOW,Hip-Hop Anthems: Def Jam,hiphop,Headbanger,Out Of Business (Deluxe Edition),1999-01-01,42,"list(name = c(""EPMD"", ""Redman"", ""K-Solo""))","list(uri = c(""spotify:artist:3zpKjsMg2gw1St5WcWoUJN"", ""spotify:artist:7xTKLpo7UCzXSnlH7fOIoM"", ""spotify:artist:0knb2mXB2y0L44J05Nj6zX""))",11,-4.156,0,0.309,0.0844,0,0.334,0.654,96.643,291133,4
spotify:track:350tsRjB2hVodX7wjCMHcS,Hip-Hop Anthems: Def Jam,hiphop,Deeper,Born Gangstaz,1993-01-01,1,"list(name = c(""Boss"", ""Papa Juggy""))","list(uri = c(""spotify:artist:3mKv8UOsUlfywaQ5bSJRCT"", ""spotify:artist:5v0aP96grdt495fENdbRyf""))",6,-9.356,0,0.368,0.0727,0,0.358,0.689,83.389,239800,4
spotify:track:38XOEv37waF4pd8Ztmna7K,Hip-Hop Anthems: Def Jam,hiphop,Hey Young World,The Great Adventures Of Slick Rick (Deluxe Edition),1988-11-01,47,"list(name = ""Slick Rick"")","list(uri = ""spotify:artist:1W9qOBYRTfP7HcizWN43G1"")",6,-11.014,1,0.236,0.000466,0.000118,0.0626,0.726,169.399,272240,4
spotify:track:6SuIF8oh96UPJIIJjKvtIe,Hip-Hop Anthems: Def Jam,hiphop,It's Yours (Radio Mix),It's Yours,1984,40,"list(name = ""T La Rock"")","list(uri = ""spotify:artist:2YR8RDJEpKZUbcQgSbBmAp"")",7,-9.652,1,0.232,0.00158,0.0618,0.126,0.334,98.404,261794,4
spotify:track:6Ag4SYLUGFdnJrCwUIb4mT,Hip-Hop Anthems: Def Jam,hiphop,I'll Be,Ill Na Na,1996-01-01,55,"list(name = c(""Foxy Brown"", ""JAY-Z""))","list(uri = c(""spotify:artist:1wvlC6NwleHt1iRD6d5X2C"", ""spotify:artist:3nFkdlSjzX9mRTtwJOzDYB""))",11,-8.984,0,0.41,0.015,0,0.307,0.495,105.986,178600,4
spotify:track:3WXNzlFDSfjEmNFUOSccf7,Hip-Hop Anthems: Def Jam,hiphop,Symphony 2000,Out Of Business (Deluxe Edition),1999-01-01,52,"list(name = c(""EPMD"", ""Redman"", ""Method Man"", ""Lady Luck""))","list(uri = c(""spotify:artist:3zpKjsMg2gw1St5WcWoUJN"", ""spotify:artist:7xTKLpo7UCzXSnlH7fOIoM"", ""spotify:artist:4VmEWwd8y9MCLwexFMdpwt"", ""spotify:artist:0oXoYDEPhGhN14JD4JRL5L""))",1,-5.951,1,0.422,0.391,0,0.234,0.836,94.987,243093,4
spotify:track:740gNyGWKk98gy8nJLhHrv,Hip-Hop Anthems: Def Jam,hiphop,Slippin',"Flesh Of My Flesh, Blood Of My Blood",1998,55,"list(name = ""DMX"")","list(uri = ""spotify:artist:1HwM5zlC5qNWhJtM00yXzG"")",10,-8.061,0,0.397,0.0421,0,0.933,0.555,87.33,305467,4
spotify:track:0Mu1MYdE414HeybYSms5KK,Hip-Hop Anthems: Def Jam,hiphop,The New Style,Licensed To Ill,1986-11-15,50,"list(name = ""Beastie Boys"")","list(uri = ""spotify:artist:03r4iKL2g2442PT9n2UKsx"")",6,-7.191,0,0.45,0.0282,0,0.272,0.685,98.673,275547,4
spotify:track:5JV45IebgbfO3EylYV49rl,Hip-Hop Anthems: Def Jam,hiphop,Mona Lisa,The Great Adventures Of Slick Rick (Deluxe Edition),1988-11-01,44,"list(name = ""Slick Rick"")","list(uri = ""spotify:artist:1W9qOBYRTfP7HcizWN43G1"")",6,-6.923,0,0.207,0.0882,4.43e-06,0.0658,0.826,106.852,245827,4
spotify:track:3IrkbGQCoEPAkzJ0Tkv8nm,Hip-Hop Anthems: Def Jam,hiphop,Dirt Off Your Shoulder,The Black Album,2003-11-14,59,"list(name = ""JAY-Z"")","list(uri = ""spotify:artist:3nFkdlSjzX9mRTtwJOzDYB"")",1,-7.149,1,0.317,0.0321,2.56e-06,0.339,0.648,163.969,245173,4
spotify:track:0f1yzIIGD8k32DNVeEn6jb,Hip-Hop Anthems: Def Jam,hiphop,You Gots To Chill,Strictly Business,1988-06-07,52,"list(name = ""EPMD"")","list(uri = ""spotify:artist:3zpKjsMg2gw1St5WcWoUJN"")",8,-5.214,0,0.424,0.089,0,0.16,0.854,99.689,261840,4
spotify:track:6aJ90LBl96bly9zuEH1U2X,Hip-Hop Anthems: Def Jam,hiphop,This Is How We Do It,Best Of Montell Jordan,2015-09-25,64,"list(name = ""Montell Jordan"")","list(uri = ""spotify:artist:0iVrCROxeyon7MZUW3MfzT"")",1,-7.333,1,0.0623,0.0174,0,0.423,0.789,103.646,237547,4
spotify:track:4WMBl2wiGUSGa5C7tfQEAo,Hip-Hop Anthems: Def Jam,hiphop,Doin' It,Mr. Smith (Deluxe Edition),1995-11-20,62,"list(name = ""LL Cool J"")","list(uri = ""spotify:artist:1P8IfcNKwrkQP5xJWuhaOC"")",10,-11.044,0,0.209,0.365,0.0234,0.117,0.609,94.994,293933,4
spotify:track:7rxeH2yGlCeDKEkNNTpY29,Hip-Hop Anthems: Def Jam,hiphop,Back To The Grill,Return Of The Product,1992,44,"list(name = ""MC Serch"")","list(uri = ""spotify:artist:40bZG5ihgjqtufTvy8dz2u"")",11,-9.5,1,0.252,0.113,1.53e-05,0.113,0.561,101.368,303267,4
spotify:track:4EIzsbsVOzfLwyIvfsRQ8H,Hip-Hop Anthems: Def Jam,hiphop,Do It Again (Put Ya Hands Up),Volume. 3... Life and Times of S. Carter,1999-12-28,44,"list(name = c(""JAY-Z"", ""Amil"", ""Beanie Sigel""))","list(uri = c(""spotify:artist:3nFkdlSjzX9mRTtwJOzDYB"", ""spotify:artist:6NzM38IkXdbQsQ4qW9CG7z"", ""spotify:artist:0tCtGc5vt29zFZp6KXzN50""))",7,-7.458,1,0.261,0.166,0,0.358,0.338,98.368,278533,4
spotify:track:7Afjy65bIVBMpFwCLTiuEe,Hip-Hop Anthems: Def Jam,hiphop,Time 4 Sumaksion,Whut? The Album,1992-01-01,54,"list(name = ""Redman"")","list(uri = ""spotify:artist:7xTKLpo7UCzXSnlH7fOIoM"")",11,-7.548,0,0.378,0.185,0,0.514,0.698,102.857,204800,4
spotify:track:3gKwVWwKmeuFtPubICbOGc,Hip-Hop Anthems: Def Jam,hiphop,Paul Revere,Licensed To Ill,1986-11-15,59,"list(name = ""Beastie Boys"")","list(uri = ""spotify:artist:03r4iKL2g2442PT9n2UKsx"")",6,-13.232,0,0.944,0.0161,0,0.228,0.578,91.753,220840,4
spotify:track:3cb6gJ7SHYuZ3NVm996ffD,Hip-Hop Anthems: Def Jam,hiphop,The Ruler's Back,The Great Adventures Of Slick Rick (Deluxe Edition),1988-11-01,41,"list(name = ""Slick Rick"")","list(uri = ""spotify:artist:1W9qOBYRTfP7HcizWN43G1"")",7,-6.022,0,0.259,0.000866,0,0.748,0.53,176.891,336160,4
spotify:track:4F4neui0edP1ozygvFiCi7,Hip-Hop Anthems: Def Jam,hiphop,Rock The Bells,Radio,1985-11-18,51,"list(name = ""LL Cool J"")","list(uri = ""spotify:artist:1P8IfcNKwrkQP5xJWuhaOC"")",6,-12.813,0,0.143,0.00596,0.364,0.124,0.285,98.472,240493,4
spotify:track:10EGxvr4fSE42ABWZeJ3K3,Hip-Hop Anthems: Def Jam,hiphop,Izzo (H.O.V.A.),The Blueprint,2001-09-11,48,"list(name = ""JAY-Z"")","list(uri = ""spotify:artist:3nFkdlSjzX9mRTtwJOzDYB"")",1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411,240627,4
spotify:track:0ySoJyAbKGLI5yShGBOIQ8,Hip-Hop Anthems: Def Jam,hiphop,Daddy's Little Girl,Daddy's Little Girl,1991,39,"list(name = ""Nikki D"")","list(uri = ""spotify:artist:79xUryn6RP0wDMngC5MBXk"")",6,-11.517,0,0.132,0.0372,0.0134,0.0429,0.741,99.579,268427,4
spotify:track:0W2mz7mvaBaEsC4rmoRNPn,Hip-Hop Anthems: Def Jam,hiphop,Slam,Bacdafucup,1993-03-30,60,"list(name = ""Onyx"")","list(uri = ""spotify:artist:10Khz9BDdDT2mzm3330Cvu"")",11,-12.908,1,0.347,0.0654,0.00312,0.918,0.724,98.305,218333,4
spotify:track:3KnNB350R6124twNXvuUz4,Hip-Hop Anthems: Def Jam,hiphop,Hip Hop Junkies,Def Jam 25: Volume 2 - DJ Bring That Back (1996-1984) [Explicit Version],2009-01-01,36,"list(name = ""Nice & Smooth"")","list(uri = ""spotify:artist:5QhsLryFrDbj9IZ38UmMyn"")",6,-1.914,1,0.0842,0.0231,0.000541,0.284,0.685,98.714,205000,4
spotify:track:6C7ZgThn6Yan5MTZdAEEFw,Hip-Hop Anthems: Def Jam,hiphop,Mama Said Knock You Out,Mama Said Knock You Out,1990-08-27,63,"list(name = ""LL Cool J"")","list(uri = ""spotify:artist:1P8IfcNKwrkQP5xJWuhaOC"")",10,-7.378,0,0.129,0.0314,0.674,0.255,0.619,102.382,289693,4
spotify:track:0hbSQvosqCvCFaiSRPEUYP,Hip-Hop Anthems: Def Jam,hiphop,"Girls, Girls, Girls",The Blueprint,2001-09-11,45,"list(name = ""JAY-Z"")","list(uri = ""spotify:artist:3nFkdlSjzX9mRTtwJOzDYB"")",2,-4.444,0,0.336,0.144,0,0.135,0.7,83.068,275373,4
spotify:track:0VAoDsKh7Or84V8xP7p1Fs,Hip-Hop Anthems: Def Jam,hiphop,Don't Believe The Hype,It Takes A Nation Of Millions To Hold Us Back,1988-04-14,53,"list(name = ""Public Enemy"")","list(uri = ""spotify:artist:6Mo9PoU6svvhgEum7wh2Nd"")",11,-13.776,1,0.346,0.0142,0,0.142,0.826,98.425,319493,4
spotify:track:2nCVH8UkoII2jWwx6SYVso,Hip-Hop Anthems: Def Jam,hiphop,Throw Ya Gunz,Bacdafucup,1993-03-30,45,"list(name = ""Onyx"")","list(uri = ""spotify:artist:10Khz9BDdDT2mzm3330Cvu"")",1,-11.954,1,0.283,0.00212,0,0.106,0.711,93.993,196373,4
spotify:track:3G0z1kH46uVRqW7f9Qp1OR,Hip-Hop Anthems: Def Jam,hiphop,The Gas Face,Best Of 3rd Bass,2015-09-25,40,"list(name = ""3rd Bass"")","list(uri = ""spotify:artist:6EFL6smxzRtpwlQvZFldUc"")",2,-7.901,1,0.349,0.195,1.31e-06,0.315,0.608,101.865,229840,4
spotify:track:1xZdjsAGrY4BUIbIlYy3EX,Hip-Hop Anthems: Def Jam,hiphop,Strictly Business,Strictly Business,1988-06-07,49,"list(name = ""EPMD"")","list(uri = ""spotify:artist:3zpKjsMg2gw1St5WcWoUJN"")",10,-4.212,0,0.254,0.181,1.8e-05,0.108,0.727,96.338,285413,4
spotify:track:1FkgoPdajl8gwC1hlyvHtC,Hip-Hop Anthems: Def Jam,hiphop,"Money, Cash, Hoes",Vol.2 ... Hard Knock Life,1998-11-29,47,"list(name = c(""JAY-Z"", ""DMX""))","list(uri = c(""spotify:artist:3nFkdlSjzX9mRTtwJOzDYB"", ""spotify:artist:1HwM5zlC5qNWhJtM00yXzG""))",1,-6.747,1,0.393,0.0106,0,0.209,0.46,90.099,286133,4
spotify:track:1zONdCQrEJ4t3mlzKQADEN,Hip-Hop Anthems: Def Jam,hiphop,Rebel Without A Pause,It Takes A Nation Of Millions To Hold Us Back,1988-04-14,51,"list(name = ""Public Enemy"")","list(uri = ""spotify:artist:6Mo9PoU6svvhgEum7wh2Nd"")",7,-13.906,1,0.346,0.0127,0,0.69,0.651,99.771,302800,4
spotify:track:2qfTGzETefwtBWKDThZjnU,Hip-Hop Anthems: Def Jam,hiphop,I Can't Live Without My Radio,Radio,1985-11-18,43,"list(name = ""LL Cool J"")","list(uri = ""spotify:artist:1P8IfcNKwrkQP5xJWuhaOC"")",10,-13.165,0,0.515,0.000347,0.00996,0.0917,0.862,179.257,327400,4
spotify:track:2tY1gxCKslfXLFpFofYmJQ,Hip-Hop Anthems: Def Jam,hiphop,Brass Monkey,Licensed To Ill,1986-11-15,63,"list(name = ""Beastie Boys"")","list(uri = ""spotify:artist:03r4iKL2g2442PT9n2UKsx"")",6,-8.435,0,0.33,0.00203,1.58e-06,0.0992,0.655,116.371,157440,4
spotify:track:5Tl0HJvynZtKdSUMKbFVVX,Hip-Hop Anthems: Def Jam,hiphop,Hard Knock Life (Ghetto Anthem),Vol.2 ... Hard Knock Life,1998-11-29,67,"list(name = ""JAY-Z"")","list(uri = ""spotify:artist:3nFkdlSjzX9mRTtwJOzDYB"")",10,-5.857,0,0.282,0.0957,0.00209,0.0289,0.591,76.993,238467,4
