uri,playlist,track.name,track.album.name,track.album.release_date,track.popularity,primaryartist_name,primaryartist_uri,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
spotify:track:0GmmgllXxc8Sfalux7mwlA,Colombian Salsa Top 100,La Salsa de Australia,La Salsa de Australia,2017-10-10,9,Hugo Salcedo,spotify:artist:3krUUkvTTiZRAzrvxMPulx,5,-2.698,0,0.042,0.46,0,0.147,0.925,107.508,243589,4
spotify:track:49SYfUyirXG58HffXQXqdx,Colombian Salsa Top 100,Okairi Okaira,Tropicales Clásicos Fuentes 14,2016-08-15,18,Fruko Y Sus Tesos,spotify:artist:5aAlzehdUM14I4ppq24Xob,10,-4.904,0,0.0525,0.284,0,0.0571,0.856,102.257,257988,4
spotify:track:4qiqfAV7qNxCr7Y9aDi2GL,Colombian Salsa Top 100,Y Entonces,Estilo Propio,2003-01-01,15,Son De Cali,spotify:artist:0QvQ1gLQme0zCO6riv6X2f,6,-6.792,0,0.0542,0.685,0,0.0266,0.879,95.983,280933,4
spotify:track:2HGV0rBqLdowZZXtpW8GHf,Colombian Salsa Top 100,Micaela Se Botó!,Micaela Se Botó!,2019-06-28,32,Sonora Carruseles,spotify:artist:34qU0b0yRjEzRJtknerEDS,7,-2.464,1,0.0616,0.558,0.00291,0.0774,0.969,181.961,282353,4
spotify:track:3dbhByTr2dtobhG5WQ6nZ0,Colombian Salsa Top 100,Suena El Dembow - Lafame Remix,The Sauce (Los Remixes),2017-12-15,30,Joey Montana,spotify:artist:3ATyg4fGC9F8trfb0GRWmX,0,-3.379,1,0.0513,0.419,0,0.159,0.681,195.837,203000,4
spotify:track:1MrLO82E4OEEcJSBGNiukq,Colombian Salsa Top 100,Mi Libertad,"La Salsa: Identidad de un Pueblo, Vol. 4 Expresión de Inspiración",2016-09-05,10,Fruko Y Sus Tesos,spotify:artist:5aAlzehdUM14I4ppq24Xob,7,-5.217,1,0.0485,0.396,0.0088,0.0604,0.646,104.084,270907,4
spotify:track:3MbondkIY7JZJ7uqONiOh0,Colombian Salsa Top 100,Baila Mi Rumba,Doce,2019-03-18,10,Leonardo Garcia,spotify:artist:0oLoasgwRBWF3FltVhDT3R,9,-4.047,0,0.0447,0.39,6.05e-05,0.0805,0.893,117.496,264511,4
spotify:track:54r3paVe0anRSRWWMoHN4T,Colombian Salsa Top 100,Salsa al Barrio,Asunto Social (De Colombia para el Mundo),2019-03-15,9,Orquesta Son de Cuba,spotify:artist:3sCKIqm9FrfyhRwsx1w0oa,7,-6.07,1,0.0592,0.669,9.22e-06,0.262,0.96,101.4,259512,4
spotify:track:28JdztbGgAxk6K0A7tXtqF,Colombian Salsa Top 100,Canto,Canto,2019-10-04,11,KC Porter,spotify:artist:0BGV2ppb0w2szkPSdRXw8V,7,-5.762,1,0.0466,0.0827,0.000267,0.0568,0.875,105.015,287160,4
spotify:track:0FrbhfSGaiRJfoa8UgJ4Hb,Colombian Salsa Top 100,De Remate (Versión Salsa),Mi Trayectoria,2015-07-15,0,Yucid El Sobrino,spotify:artist:1A4STratHaurIQ124hzWGD,5,-11.538,0,0.044,0.353,0,0.0613,0.962,93.941,243880,4
spotify:track:6cy3ki60hLwimwIje7tALf,Colombian Salsa Top 100,RITMO (Bad Boys For Life),RITMO (Bad Boys For Life),2019-10-12,91,Black Eyed Peas,spotify:artist:1yxSLGMDHlW21z4YXirZDS,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4
spotify:track:2M1C1939xsRNpmsUFGEUJs,Colombian Salsa Top 100,Baila Mi Son - Remix,Baila Mi Son (Remix),2019-09-13,17,Juan Carlos Ensamble,spotify:artist:2D6mQmDTdaLcA9BZytb4yk,8,-4.517,1,0.06,0.148,0.00697,0.162,0.954,99.953,229200,4
spotify:track:3bSeM4wfgPJMtHuWdU8nvP,Colombian Salsa Top 100,Hombre Decente,Hombre Decente,2015-05-30,13,Clandeskina,spotify:artist:7eju6INRck56la5RLUvMFD,2,-9.851,0,0.0372,0.538,6.3e-05,0.0701,0.921,97.616,206842,4
spotify:track:3vEURYCvY63k0z3VL6Xo6A,Colombian Salsa Top 100,Fuera,Fuera,2019-11-08,9,Leo D'barrio,spotify:artist:0A2c2Mx9B2b7sGH9dCZcVc,7,-6.277,0,0.0478,0.264,1.78e-06,0.313,0.852,99.975,261733,4
spotify:track:6hzNNed7RtFjpI8Zl2RPW1,Colombian Salsa Top 100,Quiero Timba,Quiero Timba,2019-11-08,7,Rodry-Go!,spotify:artist:0It4ViJPDNNNXkK7u899xV,5,-5.21,1,0.0603,0.525,1.05e-05,0.112,0.827,94.983,250895,4
spotify:track:2JNptrXGH7T4jliUqGojh0,Colombian Salsa Top 100,Cucucha,La Rumba No Para,2019-11-03,15,La Picante Orquesta,spotify:artist:4T8rZIBvmZRcTOTMmEOL27,7,-4.326,1,0.0381,0.249,4.8e-05,0.155,0.88,110.939,247372,4
spotify:track:0SpD313r48c9Vygd0OGhWX,Colombian Salsa Top 100,La Vaca,La Vaca,2019-10-01,14,ELVIS MAGNO,spotify:artist:5GptUiP9E7qR2VHbuZIS56,7,-5.304,1,0.066,0.394,0,0.029,0.832,184.105,247500,4
spotify:track:46I7Xd8NxoBnq0GMptxHPQ,Colombian Salsa Top 100,El Caminante,"Colección Oro de la Salsa, Vol. 4",2015-10-16,8,Fruko Y Sus Tesos,spotify:artist:5aAlzehdUM14I4ppq24Xob,0,-7.565,1,0.0359,0.0474,7.72e-05,0.179,0.799,110.714,201707,4
spotify:track:6yvRj0Ge2BrlzF7Iv9c1jG,Colombian Salsa Top 100,Lo Mejor Fue Decidir,Ensamble (Original Motion Picture Soundtrack),2018-07-11,7,Orquesta Capital,spotify:artist:4iSvXyqD0y4ofHh3EzEoGq,10,-11.373,1,0.0363,0.433,1.86e-05,0.0916,0.886,95.024,188320,4
spotify:track:27rWcmSvfWm2QHFvYqfUGj,Colombian Salsa Top 100,Salsa de los 70's,Salsa de los 70's,1995-05-18,13,Los Alfa 8,spotify:artist:3C9BF8bjoRWU14IkkAXGq2,0,-5.205,1,0.0537,0.396,0.000449,0.0342,0.843,108.044,267756,4
spotify:track:4O8ZkCKfOK0YLPjphlFWaT,Colombian Salsa Top 100,Se Dice de Mi (Versión Salsa),"Se Dice de Mi, Yo Soy Betty la Fea.",1999-10-25,19,Yolanda Rayo,spotify:artist:6huV8wdNiXy3qqVuvXAquU,4,-6.023,1,0.052,0.52,6.39e-06,0.308,0.825,98.072,225144,4
spotify:track:5Xhqh4lwJPtMUTsdBztN1a,Colombian Salsa Top 100,Me Gusta,Me Gusta,2020-01-13,88,Shakira,spotify:artist:0EmeFodog0BfCgMzAIvKQp,1,-5.184,0,0.0681,0.0559,0.00184,0.157,0.775,92.007,190570,4
spotify:track:4cRSf6GRYTq2WaWmkHqyWO,Colombian Salsa Top 100,Magia,Soy el Sabor de la Salsa,1992-05-08,8,El Giova y su Decision,spotify:artist:6ksZU81S2USqScRl5kH9WD,6,-3.72,0,0.0341,0.597,2.7e-05,0.3,0.92,99.956,327213,4
spotify:track:0DmaBryuiW8zooQLopOOqC,Colombian Salsa Top 100,Me Enamore,Me Enamore,2020-01-17,20,Rodry-Go!,spotify:artist:0It4ViJPDNNNXkK7u899xV,11,-5.415,0,0.0584,0.0762,0,0.355,0.549,170.013,200841,4
spotify:track:0jNpNBQbl5BTLMLLSYL2su,Colombian Salsa Top 100,Rankankan,Lo Que Trajo el Barco,2014-11-21,15,La Cali Salsa Big Band,spotify:artist:33xz6nYyU6ipLsdcPBEilv,7,-6.435,1,0.0979,0.732,0.0433,0.0906,0.769,102.481,205668,4
spotify:track:2cW8AnuY5kD5I9ddoRZqsI,Colombian Salsa Top 100,Ojitos Chinos,La Sonora Marinera,1964-05-22,8,La Sonora Marinera,spotify:artist:1aLCMsKpmEg5eLEpFxFsO3,3,-4.685,0,0.0398,0.782,0.000424,0.22,0.891,104.086,179224,4
spotify:track:19e1bq1CucpdsKMoB6fmZJ,Colombian Salsa Top 100,El Temor,De Mil Maneras,2020-01-31,10,Willy Garcia,spotify:artist:1VNniaVBiVVqSwjUEcNJfd,8,-3.831,1,0.044,0.308,0.000144,0.216,0.884,93.991,227234,4
spotify:track:2PkuVh75yeV2luEHOck3gk,Colombian Salsa Top 100,Mi Compadre y Yo,De Mil Maneras,2020-01-31,36,Willy Garcia,spotify:artist:1VNniaVBiVVqSwjUEcNJfd,7,-8.239,1,0.0356,0.187,0.000279,0.239,0.757,95.028,269750,4
spotify:track:4dPwqq8E9Q4pjCmMtPfZ7H,Colombian Salsa Top 100,Merecumbé,Salsa Magic,2015-07-01,20,Los Titanes,spotify:artist:4dboOLuCgBpq31GG6xov2S,1,-7.277,1,0.0435,0.395,0.0207,0.222,0.453,102.68,331480,4
spotify:track:0G2YHOFB4XLq0ghkR3G46K,Colombian Salsa Top 100,Se Formó el Rumbón,Vengo Sabroso,2020-02-16,8,Wilson Saoko,spotify:artist:4f7dQM3sf6fdHfXLxKmOED,8,-5.398,1,0.0406,0.607,0.00701,0.106,0.82,123.456,258775,4
spotify:track:5ScpzV3u20lyULQBXJGi31,Colombian Salsa Top 100,Raquel,Grandes Exitos,1993-08-30,11,La Misma Gente,spotify:artist:4q3sKRFsDPs82sKriW34mJ,0,-8.458,1,0.0527,0.589,5.9e-05,0.313,0.724,169.454,308167,4
spotify:track:1fQiFB3oUIjNR275LgFOpr,Colombian Salsa Top 100,"Varón, Varón - Live in Central park",Carlos carvajal y La Colombia All star (Live in Central park),2011-12-30,7,Carlos Carvajal,spotify:artist:00d8bb4Cccvj6M8cEsZ9CG,5,-4.734,0,0.147,0.786,1.72e-05,0.738,0.667,102.522,326707,4
spotify:track:39WhdYh660k4nYnlwinr72,Classic Salsa,La Cura,Salsa a Musical History,2010-02-01,0,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,4,-13.09,0,0.0478,0.667,3.3e-05,0.0956,0.879,92.562,299813,4
spotify:track:44tEXy5BBcDYK7gset6jN7,Classic Salsa,Bailando,Frankie Ruiz Gold,2006-01-01,30,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,7,-8.197,0,0.0516,0.337,0.000698,0.0962,0.969,185.296,292307,4
spotify:track:1cOpdXyWhzqAEqd0CFkw21,Classic Salsa,Desnúdate Mujer,Frankie Ruiz Gold,2006-01-01,33,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,7,-6.198,1,0.0403,0.269,0.0154,0.242,0.962,99.686,287693,4
spotify:track:4jcDivsoxMPWibB0wdtF6F,Classic Salsa,Esta Cobardia,Frankie Ruiz Gold,2006-01-01,23,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,5,-8.053,0,0.0498,0.159,0,0.292,0.903,92.299,342427,4
spotify:track:4JRFDB0I51hR2r2Rkmwjso,Classic Salsa,Tu Con El,The Greatest Salsa Ever,2008-01-01,14,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,7,-5.599,1,0.0504,0.2,0.000612,0.301,0.956,95.324,303307,4
spotify:track:0i4iMJX90w6bAi42sgJiEB,Classic Salsa,Mi Libertad,The Greatest Salsa Ever,2008-01-01,12,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,5,-8.111,0,0.0447,0.199,0,0.0669,0.932,93.302,270093,4
spotify:track:6OP718SCBbZa7a4dHU2YiX,Classic Salsa,Puerto Rico,The Greatest Salsa Ever Vol.2,2008-01-01,17,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,2,-8.65,0,0.0339,0.239,0,0.211,0.785,100.751,278027,4
spotify:track:2IYklZ706H8HQsFi1ZaDT1,Classic Salsa,Por Esa Mujer,Vida,2009,21,Tito Rojas,spotify:artist:2kgCV0fFS0wt3q6M5B39nH,0,-5.477,1,0.0365,0.417,0.00168,0.0473,0.85,96.839,294920,4
spotify:track:6ur5tNkYo3mDx5IR1Q90aa,Classic Salsa,Siempre Seré,Vida,2009,20,Tito Rojas,spotify:artist:2kgCV0fFS0wt3q6M5B39nH,0,-6.332,0,0.0318,0.105,0,0.29,0.901,165.22,321693,4
spotify:track:3dKb7Jyw4N1vwiRL1vduxL,Classic Salsa,Señora de Madrugada,Vida,2009,14,Tito Rojas,spotify:artist:2kgCV0fFS0wt3q6M5B39nH,0,-5.395,1,0.0312,0.617,1.19e-05,0.0795,0.935,88.705,348040,4
spotify:track:260svzkJCtyTqJddBWRgZF,Classic Salsa,Por Mujeres Como Tú,Vida,2009,25,Tito Rojas,spotify:artist:2kgCV0fFS0wt3q6M5B39nH,10,-7.173,1,0.032,0.435,0.000739,0.16,0.786,98.273,356253,4
spotify:track:0izRvd6PquJ9V3Mkr6SH8f,Classic Salsa,Nadie Es Eterno,Condename,1992,24,Tito Rojas,spotify:artist:2kgCV0fFS0wt3q6M5B39nH,5,-11.501,1,0.0326,0.27,9.52e-06,0.248,0.88,95.836,325467,4
spotify:track:4dDLAfgVOhor0iXeRSInDL,Classic Salsa,Señora,Exitos y Más,2007-08-21,22,Tito Rojas,spotify:artist:2kgCV0fFS0wt3q6M5B39nH,5,-6.875,0,0.0311,0.324,0,0.343,0.836,90.303,295800,4
spotify:track:15a0oXlpBqXxu7JYSH080S,Classic Salsa,Ven Morena,15 Exitos De- Oscar D Leon,1996-02-28,22,Oscar D'León,spotify:artist:1c84wItoiAe1pEbpJMqUmQ,0,-5.982,1,0.0382,0.606,0.000224,0.11,0.96,108.961,307293,4
spotify:track:6W8AUX7AKXUICZfB9DSIAh,Classic Salsa,Lluvia,Salsa a Musical History,2010-02-01,0,Eddie Santiago,spotify:artist:5Wg6XnPTp0xXxFCjywwR9I,10,-11.812,1,0.0407,0.613,0.000106,0.0755,0.778,165.587,286533,4
spotify:track:2soM5TyZ2c98CDMvXljT7a,Classic Salsa,Ven devorame otra vez (Salsa),Un poquito de' to (Salsa - Merengue - Bachata & Reggaeton),2010-11-03,50,Lalo Rodriguez,spotify:artist:5LmwELEKyxDFxrbZzR8K4U,5,-5.586,0,0.0359,0.647,0.000123,0.328,0.967,84.591,314040,4
spotify:track:5vLH5557vvgz9gfPaORG30,Classic Salsa,Esa Mujer,The Greatest Salsa Ever,2008-05-20,0,Tony Vega,spotify:artist:3Yg61bt7pZYX1bbMXEj8oY,10,-6.254,0,0.044,0.302,6.23e-06,0.0791,0.933,175.103,316387,4
spotify:track:1FMB6N5mxteLowfQJbeg5b,Classic Salsa,Ella Es,The Greatest Salsa Ever,2008-05-20,0,Tony Vega,spotify:artist:3Yg61bt7pZYX1bbMXEj8oY,0,-6.865,1,0.0416,0.45,1.09e-06,0.255,0.886,165.419,297640,4
spotify:track:5Tbt85sXgzYc7JWsQ2mPgX,Classic Salsa,Aparentemente,The Greatest Salsa Ever,2008-05-20,0,Tony Vega,spotify:artist:3Yg61bt7pZYX1bbMXEj8oY,0,-8.351,1,0.0371,0.675,8.35e-05,0.0671,0.778,89.345,305653,4
spotify:track:6jTt9h17Omhg896PuzB7Sc,Classic Salsa,Que Alguien Me Diga,El Caballero De La Salsa - La Historia Tropical,2009-02-10,53,Gilberto Santa Rosa,spotify:artist:27vNK840zYq6IfDijHPsv1,7,-10.239,0,0.0593,0.592,2.44e-06,0.19,0.692,93.949,292227,4
spotify:track:5jv6HmgBtgkQLEjDvVtZ1S,Classic Salsa,Fuego A La Jicotea,The Greatest Salsa Ever,2008-01-01,0,Marvin Santiago,spotify:artist:76h2ycGFYaAFYQgqdoOvVE,2,-2.061,1,0.0539,0.446,0.00226,0.312,0.964,103.59,203533,4
spotify:track:1ZB7E4BGVytWhoYF8HKw4w,Classic Salsa,Vasos De Colores,The Greatest Salsa Ever,2008-01-01,0,Marvin Santiago,spotify:artist:76h2ycGFYaAFYQgqdoOvVE,0,-2.381,1,0.112,0.586,0.000164,0.0913,0.923,105.023,333280,4
spotify:track:09OcTizUJdCsGn3ubxaG9G,Classic Salsa,Uno Se Cura,Salsabor,2005-03-12,0,Raulin Rosendo,spotify:artist:4pYTSh5LpqCVVSejQ4v6AF,7,-6.17,1,0.0347,0.557,0.000524,0.0847,0.885,99.495,334480,4
spotify:track:2Aj2K0d5Z6dqhi5UtQG0QT,Classic Salsa,Azuquita P'al Cafe,Breaking the Ice,1984,36,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,9,-6.967,0,0.0458,0.734,9.43e-05,0.0578,0.96,178.28,246875,4
spotify:track:5tXBe5SLHGp52LGBP6gtTf,Classic Salsa,El Amor Es Ciego,Nuevo Milenio - El Mismo Sabor,2001,23,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,7,-3.165,1,0.0426,0.557,0,0.299,0.937,102.965,261800,4
spotify:track:5iRpXTUqvHvgawV9aVy6d1,Classic Salsa,El Matrimonio,¡Aqui Estamos y de Verdad!,2004-11-02,25,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,8,-5.518,1,0.0379,0.467,1.02e-05,0.0709,0.931,96.205,245427,4
spotify:track:1SHQcgo2PhZXaICEHholIC,Classic Salsa,La Fiesta de 'Pilito',Nuestra Musica,1985,30,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,9,-6.393,0,0.0419,0.735,0,0.32,0.876,100.618,235853,4
spotify:track:6InAsgddPjAcuF7mSHDT8K,Classic Salsa,No Hay Cama Pa' Tanta Gente,Nuestra Musica,1985,43,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,0,-7.358,1,0.0349,0.515,0,0.337,0.963,107.303,268107,4
spotify:track:7LtdGE1jTyh9mgnmxvkyRO,Classic Salsa,Se Me Fué,Nuestro Aniversario,1982,41,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,9,-2.651,0,0.0348,0.625,0,0.049,0.865,94.05,292307,4
spotify:track:0w1su7w9OjsNBT6rDFmYnT,Classic Salsa,Se No Perdio el Amor,Nuevo Milenio - El Mismo Sabor,2001,43,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,0,-2.645,0,0.0461,0.403,0,0.0505,0.965,100.275,291973,4
spotify:track:6GGv5bp9nsEQMYyguJfWyv,Classic Salsa,Timbalero,25th Anniversary,1987,48,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,5,-8.323,0,0.0526,0.65,0.00258,0.0976,0.97,114.19,266400,4
spotify:track:3wxaLH8bucsuUvFkAF0Vwk,Classic Salsa,La Rueda,The Greatest Salsa Ever Vol.2,2008-01-01,29,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,5,-8.026,1,0.0355,0.431,2.93e-05,0.0775,0.96,103.401,386307,4
spotify:track:1hiZqVgSKeVPJAjUKgJZMm,Classic Salsa,Aguanile,A Man And His Music,2010-02-01,0,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,0,-5.737,0,0.0478,0.253,4.38e-05,0.241,0.909,127.341,371333,4
spotify:track:3RAUjuoTMhb81lqBToI09X,Classic Salsa,Periodico De Ayer,A Man And His Music,2010-02-01,0,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,0,-7.563,0,0.0297,0.0578,0.000177,0.267,0.664,98.376,408360,4
spotify:track:7LJvQhcFGLGm9LhFjkpIPi,Classic Salsa,El Cantante,A Man And His Music,2010-02-01,0,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,7,-4.786,0,0.0342,0.596,7.1e-06,0.121,0.588,95.628,623053,4
spotify:track:0auIFf3gek7PlM7xkM7XfP,Classic Salsa,La Murga,A Man And His Music,2010-02-01,0,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,9,-6.575,0,0.0376,0.659,0.0528,0.0711,0.87,89.046,333520,4
spotify:track:6BPgL9vHVdHmCiOSvDqVEc,Classic Salsa,Todo Tiene Su Final,A Man And His Music,2010-02-01,0,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,5,-6.39,0,0.0347,0.645,0.000106,0.124,0.905,101.235,299213,4
spotify:track:4eaf4RHF6mIV7mHbWA6WSI,Classic Salsa,Mi Gente,Héctor Lavoe El Cantante - The Originals,2010-02-01,0,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,3,-6.985,1,0.112,0.36,0.000208,0.0886,0.89,114.294,330960,4
spotify:track:4UUzkLSGL7z4DvWPFGxRkB,Classic Salsa,El Todopoderoso,A Man And His Music,2010-02-01,0,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,9,-5.858,0,0.0479,0.271,3.17e-05,0.0527,0.638,110.736,259800,4
spotify:track:7p43SOg4lZLETGL3kacqai,Classic Salsa,Isla Del Encanto,A Man And His Music,2010-02-01,0,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,9,-4.79,0,0.0369,0.184,0.00154,0.0982,0.821,91.365,266107,4
spotify:track:0zxIZhqPgfWY8y4zrI6t5C,Classic Salsa,Anacaona,Greatest Hits,2012-06-05,0,Cheo Feliciano,spotify:artist:1Ypa8o8muvDcgOt1YYtcOC,5,-9.135,0,0.0514,0.675,0.000702,0.925,0.932,108.062,435640,4
spotify:track:3q8ELvA6z4n8J6USDpCDFb,Classic Salsa,Bemba Colora,Greatest Hits,2012-06-05,2,Celia Cruz,spotify:artist:2weA6hhVqTIN2gSn9PUB9U,5,-5.652,0,0.113,0.631,0.00369,0.962,0.834,120.902,712853,4
spotify:track:62uc034nXYtRHOxE53g6XZ,Classic Salsa,Juan Pachanga,Greatest Hits,2012-06-05,0,Rubén Blades,spotify:artist:5BwMgvRwlq61SmknvsVIQj,1,-6.004,1,0.0427,0.868,0.111,0.0972,0.869,112.516,373480,4
spotify:track:2cdyvLM1VbLvO3R0SoMRoI,Classic Salsa,El Rey De La Puntualidad,Greatest Hits,2012-06-05,0,Fania All Stars,spotify:artist:1OdyhpUABf8avaZ9r8nI1u,4,-6.777,0,0.0532,0.592,0,0.156,0.901,105.77,405013,4
spotify:track:5FMnWcD5IzKBDAEk0N9JlB,Classic Salsa,Bamboleo,Greatest Hits,2012-06-05,0,Celia Cruz,spotify:artist:2weA6hhVqTIN2gSn9PUB9U,1,-6.077,1,0.0405,0.567,0.0048,0.0898,0.671,96.551,327467,4
spotify:track:5g1OUDJUQ5EW4Hr4uW7k7R,Classic Salsa,Quítate Tú,Greatest Hits,2012-06-05,1,Johnny Pacheco,spotify:artist:09947uhj2ZwU9mFXK5v50o,10,-5.29,1,0.0434,0.564,0.00103,0.88,0.935,122.215,331320,4
spotify:track:4NRWVA6ARtQ8wJD4kDhd1c,Classic Salsa,Usted Abusó,Anthology,2012-04-24,1,Celia Cruz,spotify:artist:2weA6hhVqTIN2gSn9PUB9U,4,-6.045,0,0.035,0.542,0,0.368,0.725,105.4,256707,4
spotify:track:0s4SWAlAzEDDY4s0pnhiqV,Classic Salsa,Cucala,Anthology,2012-04-24,0,Celia Cruz,spotify:artist:2weA6hhVqTIN2gSn9PUB9U,7,-6.329,1,0.0366,0.249,0.00161,0.31,0.968,100.552,227693,4
spotify:track:4ythMVFkhVYohQba2rQkED,Classic Salsa,La Cartera,Salsa A Musical History,2009,0,Larry Harlow,spotify:artist:2PGJmP6AvSCQ7pKBOjrg8J,9,-13.214,0,0.0728,0.431,0.000162,0.253,0.953,96.708,389080,4
spotify:track:3kTZ0gqG9HwQw2Q1gtl4tB,Classic Salsa,Detalles,Salsa A Musical History,2009,0,Oscar D'León,spotify:artist:1c84wItoiAe1pEbpJMqUmQ,4,-12.035,1,0.0671,0.0404,1.65e-06,0.246,0.944,176.186,282413,4
spotify:track:6yifpxVwLT9WhtBbb05FZk,Classic Salsa,Ven Devorame Otra Vez,Salsa A Musical History,2009,0,Lalo Rodriguez,spotify:artist:5LmwELEKyxDFxrbZzR8K4U,5,-12.236,0,0.0411,0.611,5.68e-05,0.32,0.962,84.614,312720,4
spotify:track:0CByeeylE7aH3fBbLVq0Eo,Classic Salsa,Vamonos Pal Monte,Salsa A Musical History,2009,0,Eddie Palmieri,spotify:artist:2VviFtXYreO6Zn9n8Ibk6C,7,-13.251,0,0.125,0.181,0.844,0.0705,0.643,112.448,426853,4
spotify:track:1fHuJQZnpZgGc6we3NBPEv,Classic Salsa,Pa Bravo Yo,Salsa A Musical History,2009,0,Justo Betancourt,spotify:artist:1Mq5Rgvn4D37tQdwuFL689,5,-12.196,0,0.0469,0.547,0.00273,0.131,0.97,87.445,226093,4
spotify:track:0PCTGAkZ88m6kp7hdoASP7,Classic Salsa,Guarare,Salsa A Musical History,2009,0,Ray Barretto,spotify:artist:2h4ndKS2vRWeFLpq8ARu0D,8,-12.119,1,0.0993,0.453,0.000528,0.0927,0.801,91.781,340160,4
spotify:track:38RD2JAdQ28CaVMKuXJUyE,Classic Salsa,Como Lo Hacen,Exitos Eternos,2003-01-01,11,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,2,-5.808,1,0.0352,0.187,0,0.0412,0.955,93.092,308333,4
spotify:track:20uexzcu61dfm6N3bP8fYe,Classic Salsa,Cui Cui,Salsa One,2009,0,Roberto Roena,spotify:artist:4i5rDrP2IqCdMgde0vIpyB,7,-4.414,1,0.037,0.355,2.59e-05,0.0265,0.957,86.313,286373,4
spotify:track:47ewIh5yB3vTvsbGLITBaZ,Classic Salsa,Mambo - Part Of Tanga Suite,Tanga,2005-08-22,13,Mario Bauzá,spotify:artist:4ac8P2JGDFcQLNdGLm227f,5,-8.716,1,0.0514,0.802,0.591,0.092,0.783,126.084,243893,4
spotify:track:2zDoY8VliqOkAMwjTiWUG1,Classic Salsa,Ban Ban,Los Magnificos De La Salsa,2002-04-09,0,Joe Arroyo Y Los Niches,spotify:artist:31q0BY5yOIT2m2db2uocdS,1,-4.242,1,0.052,0.536,0.000325,0.346,0.864,111.681,189280,4
spotify:track:477Lck4fZcshudQnEcoxMB,Classic Salsa,Que Bueno Baila Usted,Oscar D'leon En New York,1997-08-21,33,Oscar D'León,spotify:artist:1c84wItoiAe1pEbpJMqUmQ,5,-6.1,1,0.0479,0.467,5.38e-06,0.217,0.967,92.961,215655,4
spotify:track:5XPG2qILv1s52do3zrFvkS,Classic Salsa,Merecumbe,Fania Live 02 Miami DJ LeSpam,2009,0,Johnny Colon,spotify:artist:4IQvRKcRuA2mzB6lc2E5Pm,0,-8.979,0,0.0413,0.469,0.0231,0.0986,0.904,103.253,357387,4
spotify:track:2ucerhpzOnnUIpaVxkuInQ,Classic Salsa,Catalina La O,La Herencia,2009,1,"Pete ""El Conde"" Rodriguez",spotify:artist:1Nl2RRbigQuX1TqV1tSPHa,10,-4.771,0,0.0335,0.709,0.00599,0.0756,0.889,147.059,313187,4
spotify:track:1e3mpdIPpjHcRC7VyThx0v,Classic Salsa,La Pelota,Anthology,2012-09-11,0,Ray Barretto,spotify:artist:2h4ndKS2vRWeFLpq8ARu0D,0,-7.481,0,0.0634,0.722,0.0404,0.0784,0.941,130.081,256507,4
spotify:track:5CEg3pQaUQSxEbydFtRu9B,Classic Salsa,Y No Hago Mas Na',25th Anniversary,1987,31,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,2,-7.356,0,0.0487,0.707,0.00417,0.303,0.856,90.363,299533,4
spotify:track:0mNnQonvgvqGhORyS0UaDj,Classic Salsa,No Hay Manera,Arroz Con Habichuela,2006,15,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,7,-6.532,0,0.0486,0.575,0,0.113,0.946,96.16,271640,4
